datetime,count
2011-01-29 22:00:00,43.61
2011-01-29 23:00:00,28.97
2011-01-30 00:00:00,43.43
2011-01-30 01:00:00,32.31
2011-01-30 02:00:00,25.95
2011-01-30 03:00:00,13.38
2011-01-30 04:00:00,5.33
2011-01-30 05:00:00,4.21
2011-01-30 07:00:00,24.23
2011-01-30 08:00:00,67.0
2011-01-30 09:00:00,84.6
2011-01-30 10:00:00,86.99
2011-01-30 11:00:00,107.46
2011-01-30 12:00:00,232.6
2011-01-30 13:00:00,215.5
2011-01-30 14:00:00,220.41
2011-01-30 15:00:00,227.75
2011-01-30 16:00:00,225.34
2011-01-30 17:00:00,145.03
2011-01-30 18:00:00,137.32
2011-01-30 19:00:00,116.13
2011-01-30 20:00:00,81.23
2011-01-30 21:00:00,62.02
2011-01-30 22:00:00,54.8
2011-01-30 23:00:00,35.16
2011-01-31 00:00:00,14.74
2011-01-31 01:00:00,5.6
2011-01-31 02:00:00,4.2
2011-01-31 03:00:00,3.43
2011-01-31 04:00:00,2.51
2011-01-31 05:00:00,11.72
2011-01-31 06:00:00,54.54
2011-01-31 07:00:00,155.79
2011-01-31 08:00:00,254.55
2011-01-31 09:00:00,135.87
2011-01-31 10:00:00,100.15
2011-01-31 11:00:00,101.83
2011-01-31 12:00:00,104.95
2011-01-31 13:00:00,104.47
2011-01-31 14:00:00,107.21
2011-01-31 15:00:00,104.37
2011-01-31 16:00:00,100.43
2011-01-31 17:00:00,140.87
2011-01-31 18:00:00,138.09
2011-01-31 19:00:00,198.41
2011-01-31 20:00:00,84.54
2011-01-31 21:00:00,59.02
2011-01-31 22:00:00,46.17
2011-01-31 23:00:00,28.24
2011-02-20 00:00:00,52.26
2011-02-20 01:00:00,38.95
2011-02-20 02:00:00,34.79
2011-02-20 03:00:00,15.48
2011-02-20 04:00:00,3.67
2011-02-20 06:00:00,6.17
2011-02-20 07:00:00,26.64
2011-02-20 08:00:00,65.15
2011-02-20 09:00:00,81.84
2011-02-20 10:00:00,181.68
2011-02-20 11:00:00,216.23
2011-02-20 12:00:00,248.8
2011-02-20 13:00:00,231.57
2011-02-20 14:00:00,262.15
2011-02-20 15:00:00,272.09
2011-02-20 16:00:00,259.94
2011-02-20 17:00:00,200.15
2011-02-20 18:00:00,206.0
2011-02-20 19:00:00,178.86
2011-02-20 20:00:00,116.03
2011-02-20 21:00:00,86.43
2011-02-20 22:00:00,64.05
2011-02-20 23:00:00,47.57
2011-02-21 00:00:00,60.34
2011-02-21 01:00:00,46.96
2011-02-21 02:00:00,28.72
2011-02-21 03:00:00,9.97
2011-02-21 04:00:00,4.24
2011-02-21 05:00:00,6.26
2011-02-21 06:00:00,30.37
2011-02-21 07:00:00,148.27
2011-02-21 08:00:00,90.57
2011-02-21 09:00:00,124.7
2011-02-21 10:00:00,187.57
2011-02-21 11:00:00,238.45
2011-02-21 12:00:00,252.84
2011-02-21 13:00:00,172.17
2011-02-21 14:00:00,208.42
2011-02-21 15:00:00,194.48
2011-02-21 16:00:00,179.73
2011-02-21 17:00:00,155.4
2011-02-21 18:00:00,171.46
2011-02-21 19:00:00,151.83
2011-02-21 20:00:00,100.47
2011-02-21 21:00:00,70.17
2011-02-21 22:00:00,50.83
2011-02-21 23:00:00,31.32
2011-02-22 06:00:00,55.54
2011-02-22 07:00:00,148.01
2011-02-22 08:00:00,267.37
2011-02-22 09:00:00,138.4
2011-02-22 10:00:00,99.85
2011-02-22 11:00:00,103.02
2011-02-22 12:00:00,108.34
2011-02-22 13:00:00,111.96
2011-02-22 14:00:00,111.27
2011-02-22 15:00:00,120.93
2011-02-22 16:00:00,103.38
2011-02-22 17:00:00,152.46
2011-02-22 18:00:00,154.62
2011-02-22 19:00:00,138.1
2011-02-22 20:00:00,111.67
2011-02-22 21:00:00,82.65
2011-02-22 22:00:00,60.01
2011-02-22 23:00:00,48.88
2011-02-23 00:00:00,14.59
2011-02-23 01:00:00,7.36
2011-02-23 02:00:00,3.1
2011-02-23 03:00:00,2.12
2011-02-23 05:00:00,10.55
2011-02-23 06:00:00,48.74
2011-02-23 07:00:00,159.65
2011-02-23 08:00:00,303.01
2011-02-23 09:00:00,182.89
2011-02-23 10:00:00,115.91
2011-02-23 11:00:00,114.56
2011-02-23 12:00:00,118.79
2011-02-23 13:00:00,125.53
2011-02-23 14:00:00,123.43
2011-02-23 15:00:00,119.43
2011-02-23 16:00:00,164.06
2011-02-23 17:00:00,280.15
2011-02-23 18:00:00,246.38
2011-02-23 19:00:00,230.91
2011-02-23 20:00:00,108.74
2011-02-23 21:00:00,76.24
2011-02-23 22:00:00,58.54
2011-02-23 23:00:00,33.46
2011-02-24 00:00:00,14.28
2011-02-24 01:00:00,7.06
2011-02-24 02:00:00,3.32
2011-02-24 03:00:00,2.3
2011-02-24 05:00:00,14.04
2011-02-24 06:00:00,50.63
2011-02-24 07:00:00,163.28
2011-02-24 08:00:00,345.4
2011-02-24 09:00:00,160.25
2011-02-24 10:00:00,113.22
2011-02-24 11:00:00,112.34
2011-02-24 12:00:00,165.1
2011-02-24 13:00:00,135.51
2011-02-24 14:00:00,155.51
2011-02-24 15:00:00,117.19
2011-02-24 16:00:00,113.68
2011-02-24 17:00:00,232.94
2011-02-24 18:00:00,194.78
2011-02-24 19:00:00,161.44
2011-02-24 20:00:00,102.06
2011-02-24 21:00:00,81.04
2011-02-24 22:00:00,45.27
2011-02-24 23:00:00,40.3
2011-02-25 00:00:00,11.05
2011-02-25 01:00:00,10.7
2011-02-25 02:00:00,8.24
2011-02-25 03:00:00,2.9
2011-02-25 05:00:00,13.99
2011-02-25 06:00:00,77.98
2011-02-25 07:00:00,182.13
2011-02-25 08:00:00,224.03
2011-02-25 09:00:00,122.95
2011-02-25 10:00:00,114.19
2011-02-25 11:00:00,127.72
2011-02-25 12:00:00,191.59
2011-02-25 13:00:00,189.51
2011-02-25 14:00:00,185.55
2011-02-25 15:00:00,172.22
2011-02-25 16:00:00,152.09
2011-02-25 17:00:00,236.53
2011-02-25 18:00:00,200.2
2011-02-25 19:00:00,156.55
2011-02-25 20:00:00,125.09
2011-02-25 21:00:00,83.78
2011-02-25 22:00:00,76.04
2011-02-25 23:00:00,48.75
2011-02-26 00:00:00,43.35
2011-02-26 01:00:00,40.85
2011-02-26 02:00:00,29.27
2011-02-26 03:00:00,20.3
2011-02-26 04:00:00,4.34
2011-02-26 05:00:00,4.77
2011-02-26 06:00:00,6.48
2011-02-26 07:00:00,21.75
2011-02-26 08:00:00,64.4
2011-02-26 09:00:00,112.8
2011-02-26 10:00:00,208.57
2011-02-26 11:00:00,241.89
2011-02-26 12:00:00,238.03
2011-02-26 13:00:00,267.94
2011-02-26 14:00:00,233.53
2011-02-26 15:00:00,259.84
2011-02-26 16:00:00,207.25
2011-02-26 17:00:00,171.8
2011-02-26 18:00:00,140.2
2011-02-26 19:00:00,109.68
2011-02-26 20:00:00,90.79
2011-02-26 21:00:00,58.91
2011-02-26 22:00:00,56.85
2011-02-26 23:00:00,36.02
2011-02-27 00:00:00,55.24
2011-02-27 01:00:00,47.4
2011-02-27 02:00:00,34.61
2011-02-27 03:00:00,17.51
2011-02-27 04:00:00,7.48
2011-02-27 06:00:00,9.13
2011-02-27 07:00:00,30.76
2011-02-27 08:00:00,119.67
2011-02-27 09:00:00,142.66
2011-02-27 10:00:00,179.93
2011-02-27 11:00:00,237.5
2011-02-27 12:00:00,253.4
2011-02-27 13:00:00,301.9
2011-02-27 14:00:00,337.99
2011-02-27 15:00:00,382.63
2011-02-27 16:00:00,401.99
2011-02-27 17:00:00,207.68
2011-02-27 18:00:00,158.37
2011-02-27 19:00:00,164.27
2011-02-27 20:00:00,112.42
2011-02-27 21:00:00,93.21
2011-02-27 22:00:00,84.64
2011-02-27 23:00:00,61.75
2011-02-28 00:00:00,26.7
2011-02-28 01:00:00,9.9
2011-02-28 03:00:00,2.98
2011-02-28 05:00:00,17.07
2011-02-28 06:00:00,75.1
2011-02-28 07:00:00,208.66
2011-02-28 08:00:00,310.16
2011-02-28 09:00:00,225.15
2011-02-28 10:00:00,133.9
2011-02-28 11:00:00,144.67
2011-02-28 12:00:00,185.1
2011-02-28 13:00:00,151.03
2011-02-28 14:00:00,106.32
2011-02-28 15:00:00,105.18
2011-02-28 16:00:00,132.8
2011-02-28 17:00:00,220.39
2011-02-28 18:00:00,241.12
2011-02-28 19:00:00,190.43
2011-02-28 20:00:00,138.4
2011-02-28 21:00:00,113.16
2011-02-28 22:00:00,58.43
2011-02-28 23:00:00,39.48
2011-03-20 00:00:00,59.06
2011-03-20 01:00:00,53.98
2011-03-20 02:00:00,42.07
2011-03-20 03:00:00,20.9
2011-03-20 04:00:00,4.67
2011-03-20 05:00:00,5.64
2011-03-20 06:00:00,6.21
2011-03-20 07:00:00,21.03
2011-03-20 08:00:00,71.82
2011-03-20 09:00:00,133.09
2011-03-20 10:00:00,203.25
2011-03-20 11:00:00,259.13
2011-03-20 12:00:00,290.56
2011-03-20 13:00:00,276.25
2011-03-20 14:00:00,281.13
2011-03-20 15:00:00,284.58
2011-03-20 16:00:00,336.02
2011-03-20 17:00:00,163.4
2011-03-20 18:00:00,155.93
2011-03-20 19:00:00,131.46
2011-03-20 20:00:00,120.16
2011-03-20 21:00:00,79.42
2011-03-20 22:00:00,63.42
2011-03-20 23:00:00,38.96
2011-03-21 00:00:00,23.26
2011-03-21 01:00:00,11.79
2011-03-21 02:00:00,7.97
2011-03-21 03:00:00,4.07
2011-03-21 05:00:00,11.91
2011-03-21 06:00:00,68.15
2011-03-21 07:00:00,135.34
2011-03-21 08:00:00,353.85
2011-03-21 09:00:00,213.73
2011-03-21 10:00:00,121.27
2011-03-21 11:00:00,141.06
2011-03-21 12:00:00,151.91
2011-03-21 13:00:00,138.35
2011-03-21 14:00:00,139.84
2011-03-21 15:00:00,178.37
2011-03-21 16:00:00,218.4
2011-03-21 17:00:00,448.83
2011-03-21 18:00:00,474.39
2011-03-21 19:00:00,440.7
2011-03-21 20:00:00,310.92
2011-03-21 21:00:00,168.84
2011-03-21 22:00:00,122.05
2011-03-21 23:00:00,62.19
2011-03-22 00:00:00,31.36
2011-03-22 01:00:00,10.52
2011-03-22 02:00:00,8.19
2011-03-22 03:00:00,4.41
2011-03-22 04:00:00,4.28
2011-03-22 05:00:00,22.95
2011-03-22 06:00:00,79.49
2011-03-22 07:00:00,303.55
2011-03-22 08:00:00,379.56
2011-03-22 09:00:00,219.45
2011-03-22 10:00:00,137.39
2011-03-22 11:00:00,140.79
2011-03-22 12:00:00,193.82
2011-03-22 13:00:00,152.4
2011-03-22 14:00:00,183.12
2011-03-22 15:00:00,178.37
2011-03-22 16:00:00,269.09
2011-03-22 17:00:00,519.21
2011-03-22 18:00:00,423.06
2011-03-22 19:00:00,313.03
2011-03-22 20:00:00,177.96
2011-03-22 21:00:00,138.56
2011-03-22 22:00:00,92.95
2011-03-22 23:00:00,59.92
2011-03-23 00:00:00,21.56
2011-03-23 01:00:00,9.63
2011-03-23 02:00:00,9.05
2011-03-23 03:00:00,4.0
2011-03-23 05:00:00,10.53
2011-03-23 06:00:00,70.76
2011-03-23 07:00:00,209.75
2011-03-23 08:00:00,361.25
2011-03-23 09:00:00,192.07
2011-03-23 10:00:00,112.36
2011-03-23 11:00:00,146.58
2011-03-23 12:00:00,135.26
2011-03-23 13:00:00,142.32
2011-03-23 14:00:00,171.05
2011-03-23 15:00:00,158.63
2011-03-23 16:00:00,192.37
2011-03-23 17:00:00,323.38
2011-03-23 18:00:00,238.09
2011-03-23 19:00:00,208.88
2011-03-23 20:00:00,109.68
2011-03-23 21:00:00,69.88
2011-03-23 22:00:00,43.32
2011-03-23 23:00:00,42.89
2011-03-24 00:00:00,16.21
2011-03-24 01:00:00,9.07
2011-03-24 02:00:00,8.08
2011-03-24 03:00:00,3.03
2011-03-24 04:00:00,2.45
2011-03-24 05:00:00,11.12
2011-03-24 06:00:00,61.8
2011-03-24 07:00:00,137.35
2011-03-24 08:00:00,190.94
2011-03-24 09:00:00,153.87
2011-03-24 10:00:00,93.55
2011-03-24 11:00:00,83.86
2011-03-24 12:00:00,104.18
2011-03-24 13:00:00,114.56
2011-03-24 14:00:00,113.0
2011-03-24 15:00:00,107.56
2011-03-24 16:00:00,156.7
2011-03-24 17:00:00,266.95
2011-03-24 18:00:00,244.97
2011-03-24 19:00:00,174.78
2011-03-24 20:00:00,116.16
2011-03-24 21:00:00,77.31
2011-03-24 22:00:00,65.96
2011-03-24 23:00:00,47.44
2011-03-25 00:00:00,15.75
2011-03-25 01:00:00,6.42
2011-03-25 02:00:00,3.34
2011-03-25 03:00:00,2.78
2011-03-25 04:00:00,2.42
2011-03-25 05:00:00,12.44
2011-03-25 06:00:00,50.2
2011-03-25 07:00:00,194.12
2011-03-25 08:00:00,307.57
2011-03-25 09:00:00,185.13
2011-03-25 10:00:00,137.88
2011-03-25 11:00:00,131.92
2011-03-25 12:00:00,136.08
2011-03-25 13:00:00,140.68
2011-03-25 14:00:00,143.01
2011-03-25 15:00:00,167.42
2011-03-25 16:00:00,187.91
2011-03-25 17:00:00,337.51
2011-03-25 18:00:00,281.38
2011-03-25 19:00:00,217.28
2011-03-25 20:00:00,147.65
2011-03-25 21:00:00,101.58
2011-03-25 22:00:00,76.47
2011-03-25 23:00:00,47.72
2011-03-26 00:00:00,62.22
2011-03-26 01:00:00,48.95
2011-03-26 02:00:00,34.52
2011-03-26 03:00:00,17.32
2011-03-26 04:00:00,5.7
2011-03-26 05:00:00,5.6
2011-03-26 06:00:00,13.69
2011-03-26 07:00:00,32.73
2011-03-26 08:00:00,82.8
2011-03-26 09:00:00,125.38
2011-03-26 10:00:00,193.65
2011-03-26 11:00:00,209.73
2011-03-26 12:00:00,243.99
2011-03-26 13:00:00,250.62
2011-03-26 14:00:00,239.07
2011-03-26 15:00:00,246.45
2011-03-26 16:00:00,274.13
2011-03-26 17:00:00,214.2
2011-03-26 18:00:00,222.82
2011-03-26 19:00:00,137.83
2011-03-26 20:00:00,100.49
2011-03-26 21:00:00,75.28
2011-03-26 22:00:00,72.83
2011-03-26 23:00:00,46.14
2011-03-27 00:00:00,61.38
2011-03-27 01:00:00,39.33
2011-03-27 02:00:00,30.65
2011-03-27 03:00:00,15.27
2011-03-27 04:00:00,6.5
2011-03-27 06:00:00,10.16
2011-03-27 07:00:00,52.03
2011-03-27 08:00:00,61.9
2011-03-27 09:00:00,102.84
2011-03-27 10:00:00,102.64
2011-03-27 11:00:00,164.31
2011-03-27 12:00:00,233.11
2011-03-27 13:00:00,239.74
2011-03-27 14:00:00,255.67
2011-03-27 15:00:00,245.22
2011-03-27 16:00:00,246.44
2011-03-27 17:00:00,183.06
2011-03-27 18:00:00,160.17
2011-03-27 19:00:00,139.31
2011-03-27 20:00:00,101.47
2011-03-27 21:00:00,75.69
2011-03-27 22:00:00,76.59
2011-03-27 23:00:00,50.66
2011-03-28 00:00:00,14.91
2011-03-28 01:00:00,7.82
2011-03-28 02:00:00,4.68
2011-03-28 03:00:00,2.89
2011-03-28 05:00:00,12.06
2011-03-28 06:00:00,48.98
2011-03-28 07:00:00,187.02
2011-03-28 08:00:00,312.06
2011-03-28 09:00:00,194.99
2011-03-28 10:00:00,114.26
2011-03-28 11:00:00,118.72
2011-03-28 12:00:00,127.17
2011-03-28 13:00:00,137.6
2011-03-28 14:00:00,132.11
2011-03-28 15:00:00,134.91
2011-03-28 16:00:00,168.91
2011-03-28 17:00:00,318.97
2011-03-28 18:00:00,306.2
2011-03-28 19:00:00,211.76
2011-03-28 20:00:00,166.8
2011-03-28 21:00:00,122.75
2011-03-28 22:00:00,73.57
2011-03-28 23:00:00,52.05
2011-03-29 00:00:00,17.66
2011-03-29 01:00:00,4.25
2011-03-29 02:00:00,5.52
2011-03-29 03:00:00,2.96
2011-03-29 04:00:00,2.18
2011-03-29 05:00:00,11.67
2011-03-29 06:00:00,45.75
2011-03-29 07:00:00,190.28
2011-03-29 08:00:00,355.65
2011-03-29 09:00:00,222.86
2011-03-29 10:00:00,123.62
2011-03-29 11:00:00,159.03
2011-03-29 12:00:00,140.72
2011-03-29 13:00:00,127.76
2011-03-29 14:00:00,148.09
2011-03-29 15:00:00,157.17
2011-03-29 16:00:00,177.56
2011-03-29 17:00:00,333.37
2011-03-29 18:00:00,299.23
2011-03-29 19:00:00,220.48
2011-03-29 20:00:00,184.38
2011-03-29 21:00:00,122.48
2011-03-29 22:00:00,103.16
2011-03-29 23:00:00,61.42
2011-03-30 00:00:00,23.34
2011-03-30 01:00:00,14.29
2011-03-30 02:00:00,8.0
2011-03-30 03:00:00,3.82
2011-03-30 04:00:00,3.68
2011-03-30 05:00:00,17.59
2011-03-30 06:00:00,77.36
2011-03-30 07:00:00,267.94
2011-03-30 08:00:00,394.07
2011-03-30 09:00:00,226.01
2011-03-30 10:00:00,148.59
2011-03-30 11:00:00,146.23
2011-03-30 12:00:00,174.94
2011-03-30 13:00:00,162.4
2011-03-30 14:00:00,152.06
2011-03-30 15:00:00,99.58
2011-03-30 16:00:00,104.86
2011-03-30 17:00:00,200.12
2011-03-30 18:00:00,232.65
2011-03-30 19:00:00,172.83
2011-03-30 20:00:00,115.33
2011-03-30 21:00:00,81.12
2011-03-30 22:00:00,57.68
2011-03-30 23:00:00,39.07
2011-03-31 00:00:00,8.82
2011-03-31 01:00:00,7.11
2011-03-31 02:00:00,5.25
2011-03-31 03:00:00,3.31
2011-03-31 04:00:00,2.74
2011-03-31 05:00:00,9.8
2011-03-31 06:00:00,45.35
2011-03-31 07:00:00,127.36
2011-03-31 08:00:00,309.78
2011-03-31 09:00:00,115.01
2011-03-31 10:00:00,91.94
2011-03-31 11:00:00,89.56
2011-03-31 12:00:00,93.22
2011-03-31 13:00:00,100.55
2011-03-31 14:00:00,96.95
2011-03-31 15:00:00,78.4
2011-03-31 16:00:00,127.0
2011-03-31 17:00:00,242.45
2011-03-31 18:00:00,275.76
2011-03-31 19:00:00,215.71
2011-03-31 20:00:00,96.95
2011-03-31 21:00:00,65.86
2011-03-31 22:00:00,47.44
2011-03-31 23:00:00,43.03
2011-04-20 00:00:00,33.59
2011-04-20 01:00:00,9.37
2011-04-20 02:00:00,8.42
2011-04-20 03:00:00,4.02
2011-04-20 04:00:00,5.08
2011-04-20 05:00:00,21.94
2011-04-20 06:00:00,90.23
2011-04-20 07:00:00,322.86
2011-04-20 08:00:00,564.59
2011-04-20 09:00:00,281.03
2011-04-20 10:00:00,158.2
2011-04-20 11:00:00,188.17
2011-04-20 12:00:00,230.38
2011-04-20 13:00:00,221.79
2011-04-20 14:00:00,237.3
2011-04-20 15:00:00,213.0
2011-04-20 16:00:00,382.8
2011-04-20 17:00:00,458.35
2011-04-20 18:00:00,450.32
2011-04-20 19:00:00,500.73
2011-04-20 20:00:00,301.82
2011-04-20 21:00:00,205.64
2011-04-20 22:00:00,199.31
2011-04-20 23:00:00,132.11
2011-04-21 00:00:00,38.36
2011-04-21 01:00:00,14.28
2011-04-21 02:00:00,12.1
2011-04-21 03:00:00,4.6
2011-04-21 04:00:00,4.8
2011-04-21 05:00:00,23.37
2011-04-21 06:00:00,84.87
2011-04-21 07:00:00,303.15
2011-04-21 08:00:00,426.15
2011-04-21 09:00:00,266.31
2011-04-21 10:00:00,185.71
2011-04-21 11:00:00,197.85
2011-04-21 12:00:00,242.94
2011-04-21 13:00:00,281.8
2011-04-21 14:00:00,219.52
2011-04-21 15:00:00,290.31
2011-04-21 16:00:00,330.36
2011-04-21 17:00:00,620.23
2011-04-21 18:00:00,506.58
2011-04-21 19:00:00,348.21
2011-04-21 20:00:00,257.38
2011-04-21 21:00:00,181.88
2011-04-21 22:00:00,138.25
2011-04-21 23:00:00,81.73
2011-04-22 00:00:00,23.96
2011-04-22 01:00:00,18.78
2011-04-22 02:00:00,9.35
2011-04-22 03:00:00,5.45
2011-04-22 04:00:00,4.66
2011-04-22 05:00:00,16.76
2011-04-22 06:00:00,74.76
2011-04-22 07:00:00,283.05
2011-04-22 08:00:00,441.7
2011-04-22 09:00:00,202.75
2011-04-22 10:00:00,151.9
2011-04-22 11:00:00,134.17
2011-04-22 12:00:00,131.82
2011-04-22 13:00:00,136.89
2011-04-22 14:00:00,82.21
2011-04-22 15:00:00,141.48
2011-04-22 16:00:00,182.46
2011-04-22 17:00:00,170.61
2011-04-22 18:00:00,143.14
2011-04-22 19:00:00,125.91
2011-04-22 20:00:00,116.63
2011-04-22 21:00:00,74.46
2011-04-22 22:00:00,50.47
2011-04-22 23:00:00,54.39
2011-04-23 00:00:00,68.47
2011-04-23 01:00:00,60.47
2011-04-23 02:00:00,43.8
2011-04-23 03:00:00,19.99
2011-04-23 04:00:00,8.48
2011-04-23 05:00:00,8.38
